timestamp_of_validation,supplier_name,sender,date,subject,idx_target,idx_llm,similarity,type_target,type_llm,variety_target,variety_llm,subvariety_target,subvariety_llm,size_target,size_llm,piece_target,piece_llm,brand_target,brand_llm,package_type_target,package_type_llm,class_target,class_llm,origin_country_code_target,origin_country_code_llm,net_weight_target,net_weight_llm,quantity_per_pallet_target,quantity_per_pallet_llm,price_target,price_llm
2025-05-26T13:44:26.587218,Frankort,t.hendriks@frankort.nl,2025-03-21,Dagprijzen komkommers.xlsx,75,19,0.8333333333333334,Cucumber,Cucumber,,Naked,,,40+,40,30stk,30stk,,,EPS,EPS,,,NL,NL,,0.0,60,60,0.0,0.0
2025-05-26T13:44:26.587218,Frankort,t.hendriks@frankort.nl,2025-03-21,Dagprijzen komkommers.xlsx,76,20,0.8333333333333334,Cucumber,Cucumber,,Naked,,,35+,35+,36stk,36stk,,,EPS,EPS,,,NL,NL,,0.0,65,65,0.0,0.0
2025-05-26T13:44:26.587218,Frankort,t.hendriks@frankort.nl,2025-03-21,Dagprijzen komkommers.xlsx,79,21,0.8333333333333334,Cucumber,Cucumber,,Naked,,,35+,35+,22stk,22stk,,,EPS,EPS,,,NL,NL,,0.0,72,72,0.0,0.0
2025-05-26T13:44:26.587218,Frankort,t.hendriks@frankort.nl,2025-03-21,Dagprijzen komkommers.xlsx,80,22,0.9375,Cucumber,Cucumber,Industry,Naked,,,,,,,,,EPS,EPS,,,NL,NL,10.0,10.0,60,60,0.0,0.0
2025-05-26T13:44:26.587218,Frankort,t.hendriks@frankort.nl,2025-03-21,Dagprijzen komkommers.xlsx,81,13,0.9444444444444445,Cucumber,Cucumber,Stek,Naked,,,,,,,,,EPS,EPS,,,NL,NL,14.0,14.0,60,60,0.0,0.0
2025-05-26T13:44:26.587218,Frankort,t.hendriks@frankort.nl,2025-03-21,Dagprijzen komkommers.xlsx,82,23,0.8333333333333334,Cucumber,Cucumber,,Naked,,,40+,40,22stk,22stk,,,EPS,EPS,,,NL,NL,,0.0,72,72,0.0,0.0
2025-05-26T13:44:26.587218,Frankort,t.hendriks@frankort.nl,2025-03-21,Dagprijzen komkommers.xlsx,83,0,0.75,Cucumber,Cucumber,,Naked,,,35+,35+,22stk,22stk,,,EPS,EPS,,,NL,NL,,0.0,,0,0.0,0.0
2025-05-26T13:44:26.587218,Frankort,t.hendriks@frankort.nl,2025-03-21,Dagprijzen komkommers.xlsx,72,16,0.9166666666666666,Lettuce,Lettuce,Iceberg,Iceberg,,,,,10stk,10stk,,,Carton Box,Carton Box,,,NL,NL,,0.0,75,75,0.0,0.0
2025-05-26T13:44:26.587218,Frankort,t.hendriks@frankort.nl,2025-03-21,Dagprijzen komkommers.xlsx,73,17,0.9166666666666666,Lettuce,Lettuce,Iceberg,Iceberg,,,,,9stk,9stk,,,Carton Box,Carton Box,,,NL,NL,,0.0,75,75,0.0,0.0
2025-05-26T13:44:26.587218,Frankort,t.hendriks@frankort.nl,2025-03-21,Dagprijzen komkommers.xlsx,64,32,0.75,Cucumber,Cucumber,,Naked,,,40+,40,12stk,12stk,,,Carton Box,Carton Box,,,NL,NL,,0.0,,0,6.35,6.35
2025-05-26T13:44:26.587218,Frankort,t.hendriks@frankort.nl,2025-03-21,Dagprijzen komkommers.xlsx,65,31,0.8333333333333334,Cucumber,Cucumber,,Naked,,,35+,35+,12stk,12stk,,,Carton Box,Carton Box,,,NL,NL,,0.0,160,160,6.35,6.35
2025-05-26T13:44:26.587218,Frankort,t.hendriks@frankort.nl,2025-03-21,Dagprijzen komkommers.xlsx,66,30,0.8333333333333334,Cucumber,Cucumber,,Naked,,,30+,30,14stk,14stk,,,Carton Box,Carton Box,,,NL,NL,,0.0,144,144,6.35,6.35
2025-05-26T13:44:26.587218,Frankort,t.hendriks@frankort.nl,2025-03-21,Dagprijzen komkommers.xlsx,67,29,0.8333333333333334,Cucumber,Cucumber,,Naked,,,25+,25,16stk,16stk,,,Carton Box,Carton Box,,,NL,NL,,0.0,160,160,6.35,6.35
2025-05-26T13:44:26.587218,Frankort,t.hendriks@frankort.nl,2025-03-21,Dagprijzen komkommers.xlsx,63,33,0.8333333333333334,Cucumber,Cucumber,,Naked,,,50+,50,12stk,12stk,,,Carton Box,Carton Box,,,NL,NL,,0.0,108,108,6.9,6.9
2025-05-26T13:44:26.587218,Frankort,t.hendriks@frankort.nl,2025-03-21,Dagprijzen komkommers.xlsx,71,34,0.75,Cucumber,Cucumber,Mini,Mini,,,,,32stk,32stk,,,Carton Box,EPS,,,NL,NL,32.0,0.0,,0,9.0,9.0
2025-05-26T13:44:26.587218,Frankort,t.hendriks@frankort.nl,2025-03-21,Dagprijzen komkommers.xlsx,68,24,0.9375,Cucumber,Cucumber,Industry,Naked,,,,,,,,,Carton Box,Carton Box,,,NL,NL,10.0,10.0,56,56,12.5,12.5
2025-05-26T13:44:26.587218,Frankort,t.hendriks@frankort.nl,2025-03-21,Dagprijzen komkommers.xlsx,69,25,0.9375,Cucumber,Cucumber,Industry,Naked,,,,,,,,,EPS,EPS,,,NL,NL,10.0,10.0,60,60,12.5,12.5
2025-05-26T13:44:26.587218,Frankort,t.hendriks@frankort.nl,2025-03-21,Dagprijzen komkommers.xlsx,70,26,1.0,Cucumber,Cucumber,Mini,Mini,,,,,,,,,EPS,EPS,,,NL,NL,12.0,12.0,44,44,16.5,16.5
2025-05-26T13:44:26.587218,Frankort,t.hendriks@frankort.nl,2025-03-21,Dagprijzen komkommers.xlsx,77,27,0.8333333333333334,Cucumber,Cucumber,,Naked,,,30+,30,42stk,42stk,,,EPS,EPS,,,NL,NL,,0.0,60,60,18.75,18.75
2025-05-26T13:44:26.587218,Frankort,t.hendriks@frankort.nl,2025-03-21,Dagprijzen komkommers.xlsx,78,28,0.8333333333333334,Cucumber,Cucumber,,Naked,,,25+,25,48stk,48stk,,,EPS,EPS,,,NL,NL,,0.0,60,60,19.5,19.5
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Capsicum prices Kraaijeveld,519,150,0.6666666666666666,Capsicum,Capsicum,Yellow,Yellow,,,GG,GG,,,,,,,2,,ES,MA,,0.0,,0,0.0,0.0
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Capsicum prices Kraaijeveld,520,154,0.6666666666666666,Capsicum,Capsicum,Yellow,Yellow,,,G,GG,,,,,,,2,,ES,ES,,0.0,,0,0.0,13.95
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Capsicum prices Kraaijeveld,526,149,0.75,Capsicum,Capsicum,Red,Red,,,GG,GG,,,,,,,2,,MA,MA,,0.0,,0,0.0,0.0
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Capsicum prices Kraaijeveld,527,142,0.7000000000000001,Capsicum,Capsicum,Yellow,Red,,,GG,GG,,,,,,,,,MA,MA,,0.0,,0,0.0,15.95
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Capsicum prices Kraaijeveld,529,144,0.75,Capsicum,Capsicum,Green,Green,,,GG,GG,,,,,,,2,,MA,MA,,0.0,,0,11.95,11.95
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Capsicum prices Kraaijeveld,523,159,0.75,Capsicum,Capsicum,Orange,Orange,,,GG,GG,,,,,,,1,,ES,ES,,0.0,,0,12.95,12.95
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Capsicum prices Kraaijeveld,528,143,0.8333333333333334,Capsicum,Capsicum,Green,Green,,,GG,GG,,,,,,,,,MA,MA,,0.0,,0,12.95,12.95
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Capsicum prices Kraaijeveld,522,158,0.75,Capsicum,Capsicum,Green,Green,,,G,G,,,,,,,1,,ES,ES,,0.0,,0,13.95,13.95
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Capsicum prices Kraaijeveld,531,146,0.8333333333333334,Capsicum,Capsicum,Palermo,Palermo,,,,,,,,,,,2,,,,5.0,5.0,,0,13.95,13.95
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Capsicum prices Kraaijeveld,516,151,0.75,Capsicum,Capsicum,Red,Red,,,GG,GG,,,,,,,2,,ES,ES,,0.0,,0,14.5,14.5
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Capsicum prices Kraaijeveld,517,152,0.75,Capsicum,Capsicum,Red,Red,,,G,G,,,,,,,2,,ES,ES,,0.0,,0,14.5,14.5
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Capsicum prices Kraaijeveld,518,153,0.75,Capsicum,Capsicum,Yellow,Yellow,,,GG,GG,,,,,,,1,,ES,ES,,0.0,,0,14.95,14.95
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Capsicum prices Kraaijeveld,521,157,0.75,Capsicum,Capsicum,Green,Green,,,GG,GG,,,,,,,1,,ES,ES,,0.0,,0,14.95,14.95
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Capsicum prices Kraaijeveld,525,155,0.6666666666666666,Capsicum,Capsicum,Red,Red,,,GG,G,,,,,,,,,MA,ES,,0.0,,0,15.95,16.5
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Capsicum prices Kraaijeveld,515,160,0.6666666666666666,Capsicum,Capsicum,Red,Red,,,G,GG,,,,,,,1,,ES,ES,,0.0,,0,16.5,16.95
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Capsicum prices Kraaijeveld,514,156,0.6166666666666667,Capsicum,Capsicum,Red,Yellow,,,GG,G,,,,,,,1,,ES,ES,,0.0,,0,16.96,13.95
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Capsicum prices Kraaijeveld,530,145,0.75,Capsicum,Capsicum,Capia,,,,,,,,,,,,1,,,,5.0,5.0,,0,17.95,17.95
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Capsicum prices Kraaijeveld,524,141,0.8333333333333334,Capsicum,Capsicum,Mix,Mix,,,,,10x500g,10x500g,,,,,,,ES,ES,,0.0,,0,19.5,19.5
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Capsicum prices Kraaijeveld,533,148,0.75,Capsicum,Capsicum,Chili,,Green,,,,,,,,,,,,,,3.0,3.0,,0,22.5,22.5
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Capsicum prices Kraaijeveld,532,147,0.75,Capsicum,Capsicum,Chili,,Red,,,,,,,,,,,,,,3.0,3.0,,0,29.95,29.95
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Cucumber | Aubergines | Courgette | Onions,496,168,0.8333333333333334,Aubergines,Aubergines,Naked,Naked,,,300+,300+,,,,,,,,,ES,ES,,0.0,,0,0.0,0.0
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Cucumber | Aubergines | Courgette | Onions,497,164,0.8333333333333334,Aubergines,Aubergines,Flow,Flowpack,,,175+,175+,,,,,,,,,ES,ES,,0.0,,0,0.0,0.0
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Cucumber | Aubergines | Courgette | Onions,500,165,0.8333333333333334,Celery,Celery,,,,,14,14,,,,,,,,,ES,ES,,0.0,,0,0.0,0.0
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Cucumber | Aubergines | Courgette | Onions,501,163,0.7083333333333334,Celery,Cucumber,Naked,Naked,,,,30,,,,,Carton Box,Carton Box,,,ES,ES,,0.0,,0,0.0,0.0
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Cucumber | Aubergines | Courgette | Onions,489,170,0.7222222222222223,Cucumber,Cucumber,Naked,Naked,,,30+,35+,,,,,Carton Box,Carton Box,,,ES,ES,,0.0,,0,0.0,5.5
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Cucumber | Aubergines | Courgette | Onions,511,187,0.5833333333333334,Springonion,Springonion,,,,,Short,XL,14stk,,,,,,,,,,,0.0,,0,0.0,4.5
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Cucumber | Aubergines | Courgette | Onions,512,161,0.638888888888889,Springonion,Springonion,,,,,Long,XL,14stk,,,,,,,,,,,0.0,,0,0.0,5.5
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Cucumber | Aubergines | Courgette | Onions,513,162,0.8333333333333334,Springonion,Springonion,,,,,,,,,,,,,,,,,4.0,4.0,,0,0.0,9.95
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Cucumber | Aubergines | Courgette | Onions,503,166,0.8333333333333334,Zucchini,Zucchini,,,,,G14,G14,,,,,Carton Box,Carton Box,,,ES,ES,,0.0,,0,0.0,0.0
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Cucumber | Aubergines | Courgette | Onions,505,167,0.75,Zucchini,Zucchini,,,,,M,M,,,,,Carton Box,Carton Box,2,,ES,ES,,0.0,,0,0.0,0.0
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Cucumber | Aubergines | Courgette | Onions,490,171,0.8541666666666666,Cucumber,Cucumber,Industry,Naked,,,,,,,,,,,,,ES,ES,14.0,14.0,,0,0.65,0.65
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Cucumber | Aubergines | Courgette | Onions,506,182,0.9166666666666666,Onions,Onions,Yellow,Yellow,,,75-105,75-105,,,,,,,,,NL,NL,10.0,10.0,,0,3.65,3.65
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Cucumber | Aubergines | Courgette | Onions,504,181,0.8333333333333334,Zucchini,Zucchini,,,,,G12,G12,,,,,Carton Box,Carton Box,,,ES,ES,,0.0,,0,4.0,4.0
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Cucumber | Aubergines | Courgette | Onions,502,180,0.8333333333333334,Zucchini,Zucchini,,,,,M,M,,,,,Carton Box,Carton Box,,,ES,ES,,0.0,,0,4.25,4.25
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Cucumber | Aubergines | Courgette | Onions,492,173,0.8333333333333334,Cucumber,Cucumber,Filmed,Filmed,,,25+,25,,,,,Carton Box,Carton Box,,,ES,ES,,0.0,,0,5.25,5.25
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Cucumber | Aubergines | Courgette | Onions,493,174,0.8333333333333334,Cucumber,Cucumber,Filmed,Filmed,,,30+,30,,,,,Carton Box,Carton Box,,,ES,ES,,0.0,,0,5.25,5.25
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Cucumber | Aubergines | Courgette | Onions,488,169,0.6666666666666666,Cucumber,Cucumber,Naked,Naked,,,35+,40,,,,,Carton Box,Carton Box,,,ES,ES,,0.0,,0,5.5,5.75
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Cucumber | Aubergines | Courgette | Onions,487,175,0.592948717948718,Cucumber,Aubergines,Naked,Naked,,,40+,175+,,,,,Carton Box,,,,ES,ES,,0.0,,0,5.75,6.0
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Cucumber | Aubergines | Courgette | Onions,494,176,0.8055555555555557,Aubergines,Aubergines,Naked,Naked,,,175+,225+,,,,,,,,,ES,ES,,0.0,,0,6.0,6.0
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Cucumber | Aubergines | Courgette | Onions,495,172,0.717948717948718,Aubergines,Cucumber,Naked,Naked,,,225+,,,,,,,,,,ES,ES,,10.0,,0,6.0,6.0
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Cucumber | Aubergines | Courgette | Onions,491,177,0.5512820512820512,Cucumber,Aubergines,Industry,Flowpack,,,,225+,,,,,,,,,ES,ES,10.0,0.0,,0,6.0,6.25
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Cucumber | Aubergines | Courgette | Onions,498,178,0.5303030303030303,Aubergines,Celery,Flow,,,,225+,16,,,,,,,,,ES,ES,,0.0,,0,6.25,10.5
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Cucumber | Aubergines | Courgette | Onions,508,184,0.9166666666666666,Onions,Onions,Red,Red,,,60-80,60-80,,,,,,,,,NL,NL,10.0,10.0,,0,6.95,6.95
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Cucumber | Aubergines | Courgette | Onions,507,183,0.9166666666666666,Onions,Onions,Red,Red,,,75-105,75-105,,,,,,,,,NL,NL,10.0,10.0,,0,8.3,8.3
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Cucumber | Aubergines | Courgette | Onions,499,179,0.5833333333333334,Celery,Celery,,,,,16,,,,,,,Carton Box,,,ES,ES,,1.0,,0,10.5,0.8
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Cucumber | Aubergines | Courgette | Onions,509,185,0.8333333333333334,Radish,Radish,,,,,G,G,,,,,,,,,NL,NL,,0.0,,0,15.5,15.5
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-03,Cucumber | Aubergines | Courgette | Onions,510,186,0.9166666666666666,Radish,Radish,,,,,G,G,10x1kg,10x1kg,,,,,,,NL,NL,10.0,10.0,,0,16.0,16.0
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26,Tomaten prijzen Kraaijeveld,394,55,0.6944444444444445,Cherry Plum Tomato,Cherry Plum Tomato,Plum,Mini Roma,Babyplum,,,,,,,,,,,,MA,MA,4.0,4.0,,0,0.0,11.0
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26,Tomaten prijzen Kraaijeveld,393,77,0.6944444444444445,Cherry Plum Tomato,Cherry Plum Tomato,Plum,Mini Roma,Babyplum,,,,,,,,,,,,,,4.0,4.0,,0,0.0,10.5
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26,Tomaten prijzen Kraaijeveld,401,73,0.8333333333333334,Cherry Tomato,Cherry Tomato,Mix,,,,,,12x250g,12x250g,,,,,,,,,3.0,3.0,,0,0.0,0.0
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26,Tomaten prijzen Kraaijeveld,409,74,0.9166666666666666,Plum Tomato,Plum Tomato,,,,,MMM,MMM,,,,,,,,,,,6.0,6.0,,0,0.0,0.0
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26,Tomaten prijzen Kraaijeveld,410,75,0.8333333333333334,Plum Tomato,Plum Tomato,,,,,MM,MM,,,,Premium,,,,,,,6.0,6.0,,0,0.0,0.0
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26,Tomaten prijzen Kraaijeveld,411,76,0.8333333333333334,Plum Tomato,Plum Tomato,,,,,M,M,,,,Premium,,,,,,,6.0,6.0,,0,0.0,0.0
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26,Tomaten prijzen Kraaijeveld,397,58,0.8333333333333334,Cherry Tomato,Cherry Tomato,,Red,,,,,9x250g,9x250g,,,,,,,MA,MA,2.25,2.25,,0,5.5,5.5
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26,Tomaten prijzen Kraaijeveld,407,68,0.7280701754385964,Intense Tomato,Round Tomato,Round,,,,MMM,MMM,,,,Premium,,,,,ES,ES,6.0,6.0,,0,7.5,7.5
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26,Tomaten prijzen Kraaijeveld,395,56,0.7777777777777778,Cherry Plum Tomato,Cherry Plum Tomato,Plum,Mini Roma,Babyplum Triangle,,,,12x250g,12x250g,,,,,,,,,3.0,3.0,,0,7.95,7.95
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26,Tomaten prijzen Kraaijeveld,398,59,0.8333333333333334,Cherry Tomato,Cherry Tomato,,Red,,,,,,,,,,,,,,,4.0,4.0,,0,8.5,8.5
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26,Tomaten prijzen Kraaijeveld,408,69,0.7280701754385964,Intense Tomato,Round Tomato,Round,,,,G,G,,,,Premium,,,,,MA,MA,6.0,6.0,,0,8.5,8.5
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26,Tomaten prijzen Kraaijeveld,413,71,0.9166666666666666,Vine Tomato,Vine Tomato,,,,,M,M,,,,,,,,,ES,ES,5.0,5.0,,0,8.5,8.5
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26,Tomaten prijzen Kraaijeveld,396,57,0.7777777777777778,Cherry Plum Tomato,Cherry Plum Tomato,Plum,Mini Roma,Babyplum Shaker,,,,12x250g,12x250g,,,,,,,,,3.0,3.0,,0,8.95,8.95
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26,Tomaten prijzen Kraaijeveld,400,62,0.8333333333333334,Cherry Tomato,Cherry Tomato,Mix,,,,,,,,,,,,,,MA,MA,3.0,3.0,,0,9.5,9.5
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26,Tomaten prijzen Kraaijeveld,403,64,0.7280701754385964,Intense Tomato,Round Tomato,Round,,,,M,M,,,,Premium,,,,,MA,MA,6.0,6.0,,0,9.5,9.5
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26,Tomaten prijzen Kraaijeveld,402,61,0.8134920634920636,Cherry Vine Tomato,Cherry Tomato,,,,,,,,,,,,,,,,,3.0,3.0,,0,9.95,12.5
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26,Tomaten prijzen Kraaijeveld,404,65,0.7280701754385964,Intense Tomato,Round Tomato,Round,,,,M,M,,,,Premium,,,,,MA,MA,6.0,6.0,,0,9.95,9.95
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26,Tomaten prijzen Kraaijeveld,405,66,0.7280701754385964,Intense Tomato,Round Tomato,Round,,,,M,M,,,,Premium,,,,,MA,MA,6.0,6.0,,0,9.95,9.95
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26,Tomaten prijzen Kraaijeveld,406,67,0.7280701754385964,Intense Tomato,Round Tomato,Round,,,,MM,MM,,,,Premium,,,,,MA,MA,6.0,6.0,,0,9.95,9.95
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26,Tomaten prijzen Kraaijeveld,412,70,0.9166666666666666,Vine Tomato,Vine Tomato,,,,,,,,,,,,,,,NL,NL,5.0,5.0,,0,10.5,10.5
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26,Tomaten prijzen Kraaijeveld,414,72,0.8333333333333334,Beef Tomato,Beef Tomato,,Pink,,,BBB,BBB,,,,,,,,,MA,MA,7.0,7.0,,0,17.5,17.5
2025-05-26T13:44:26.587218,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26,Tomaten prijzen Kraaijeveld,399,60,0.9166666666666666,Cherry Tomato,Cherry Tomato,Yellow,Yellow,,,,,9x250g,9x250g,,,,,,,,,2.25,2.25,,0,18.5,18.5
2025-05-26T13:44:26.587218,Pseelen,huub@pseelen.nl,2025-03-20,Prijslijst,1,121,1.0,Cherry Tomato,Cherry Tomato,Red,Red,,,,,,,,,Carton Box,Carton Box,,,MA,MA,4.0,4.0,176,176,0.0,0.0
2025-05-26T13:44:26.587218,Pseelen,huub@pseelen.nl,2025-03-20,Prijslijst,0,122,1.0,Cherry Tomato,Cherry Tomato,Red,Red,,,,,9x250g,9x250g,,,Carton Box,Carton Box,,,NL,NL,2.25,2.25,184,184,0.0,0.0
2025-05-26T13:44:26.587218,Pseelen,huub@pseelen.nl,2025-03-20,Prijslijst,7,125,0.8666666666666667,Cherry Vine Tomato,Cherry Vine Tomato,,,,,,,,,L'Amuse,,Carton Box,Wooden Crate,,,NL,NL,3.0,3.0,176,176,0.0,0.0
2025-05-26T13:44:26.587218,Pseelen,huub@pseelen.nl,2025-03-20,Prijslijst,25,78,1.0,Cucumber,Cucumber,Mini,Mini,,,,,,,,,EPS,EPS,,,NL,NL,12.0,12.0,56,56,0.0,0.0
2025-05-26T13:44:26.587218,Pseelen,huub@pseelen.nl,2025-03-20,Prijslijst,26,123,0.8541666666666666,Cucumber,Carrots,Stek,,,,160-180g,160-180g,,,,,EPS,EPS,,,NL,NL,12.0,12.0,52,52,0.0,0.0
2025-05-26T13:44:26.587218,Pseelen,huub@pseelen.nl,2025-03-20,Prijslijst,37,124,1.0,Rhubarb,Rhubarb,,,,,40/20,40,,,,,Carton Box,Carton Box,,,NL,NL,6.0,6.0,80,80,0.0,0.0
2025-05-26T13:44:26.587218,Pseelen,huub@pseelen.nl,2025-03-20,Prijslijst,38,120,0.9642857142857143,Rhubarb,Rhubarb,,,,,40/15,20-40,,,,,Carton Box,Carton Box,,,NL,NL,6.0,6.0,80,80,0.0,0.0
2025-05-26T13:44:26.587218,Pseelen,huub@pseelen.nl,2025-03-20,Prijslijst,27,91,1.0,Carrots,Carrots,,,,,50/150,50,,,,,Bag,Bag,,,NL,NL,5.0,5.0,200,200,2.75,2.75
2025-05-26T13:44:26.587218,Pseelen,huub@pseelen.nl,2025-03-20,Prijslijst,30,90,0.9880952380952381,Carrots,Carrots,,,,,125/175,175+,,,,,Bag,Bag,,,NL,NL,5.0,5.0,200,200,2.75,2.75
2025-05-26T13:44:26.587218,Pseelen,huub@pseelen.nl,2025-03-20,Prijslijst,33,92,0.9880952380952381,Carrots,Carrots,,,,,175/325,175+,,,,,Bag,Bag,,,NL,NL,5.0,5.0,200,200,2.95,2.95
