supplier_name,sender,date,subject,type,variety,subvariety,size,piece,brand,package_type,class,origin_country_code,net_weight,quantity_per_pallet,price,remarks
Kraaijeveld,dio.van.den.boogaard@kraaijeveld.com,25-03-2025 8:31:00,Potatoes,Potato,Truffle,,35+,,,,,,5.00,,10.50,
Kraaijeveld,dio.van.den.boogaard@kraaijeveld.com,25-03-2025 8:31:00,Potatoes,Potato,Ratte,,35+,,,,,,5.00,,10.50,
Kraaijeveld,bart.de.vries@kraaijeveld.com,26-03-2025 7:52:00,Tomaten prijzen Kraaijeveld,Cherry Plum Tomato,Plum,Babyplum,,,,,,,4.00,,0.00,
Kraaijeveld,bart.de.vries@kraaijeveld.com,26-03-2025 7:52:00,Tomaten prijzen Kraaijeveld,Cherry Plum Tomato,Plum,Babyplum,,,,,,MA,4.00,,0.00,Sweetelle
Kraaijeveld,bart.de.vries@kraaijeveld.com,26-03-2025 7:52:00,Tomaten prijzen Kraaijeveld,Cherry Plum Tomato,Plum,Babyplum Triangle,,12x250g,,,,,3.00,,7.95,
Kraaijeveld,bart.de.vries@kraaijeveld.com,26-03-2025 7:52:00,Tomaten prijzen Kraaijeveld,Cherry Plum Tomato,Plum,Babyplum Shaker,,12x250g,,,,,3.00,,8.95,
Kraaijeveld,bart.de.vries@kraaijeveld.com,26-03-2025 7:52:00,Tomaten prijzen Kraaijeveld,Cherry Tomato,,,,9x250g,,,,MA,2.25,,5.50,
Kraaijeveld,bart.de.vries@kraaijeveld.com,26-03-2025 7:52:00,Tomaten prijzen Kraaijeveld,Cherry Tomato,,,,,,,,,4.00,,8.50,Crownless
Kraaijeveld,bart.de.vries@kraaijeveld.com,26-03-2025 7:52:00,Tomaten prijzen Kraaijeveld,Cherry Tomato,Yellow,,,9x250g,,,,,2.25,,18.50,
Kraaijeveld,bart.de.vries@kraaijeveld.com,26-03-2025 7:52:00,Tomaten prijzen Kraaijeveld,Cherry Tomato,Mix,,,,,,,MA,3.00,,9.50,
Kraaijeveld,bart.de.vries@kraaijeveld.com,26-03-2025 7:52:00,Tomaten prijzen Kraaijeveld,Cherry Tomato,Mix,,,12x250g,,,,,3.00,,0.00,
Kraaijeveld,bart.de.vries@kraaijeveld.com,26-03-2025 7:52:00,Tomaten prijzen Kraaijeveld,Cherry Vine Tomato,,,,,,,,,3.00,,9.95,
Kraaijeveld,bart.de.vries@kraaijeveld.com,26-03-2025 7:52:00,Tomaten prijzen Kraaijeveld,Intense Tomato,Round,,M,,,,,MA,6.00,,9.50,
Kraaijeveld,bart.de.vries@kraaijeveld.com,26-03-2025 7:52:00,Tomaten prijzen Kraaijeveld,Intense Tomato,Round,,M,,,,,MA,6.00,,9.95,(57-62)
Kraaijeveld,bart.de.vries@kraaijeveld.com,26-03-2025 7:52:00,Tomaten prijzen Kraaijeveld,Intense Tomato,Round,,M,,,,,MA,6.00,,9.95,(62-67)
Kraaijeveld,bart.de.vries@kraaijeveld.com,26-03-2025 7:52:00,Tomaten prijzen Kraaijeveld,Intense Tomato,Round,,MM,,,,,MA,6.00,,9.95,
Kraaijeveld,bart.de.vries@kraaijeveld.com,26-03-2025 7:52:00,Tomaten prijzen Kraaijeveld,Intense Tomato,Round,,MMM,,,,,ES,6.00,,7.50,
Kraaijeveld,bart.de.vries@kraaijeveld.com,26-03-2025 7:52:00,Tomaten prijzen Kraaijeveld,Intense Tomato,Round,,G,,,,,MA,6.00,,8.50,
Kraaijeveld,bart.de.vries@kraaijeveld.com,26-03-2025 7:52:00,Tomaten prijzen Kraaijeveld,Plum Tomato,,,MMM,,,,,,6.00,,0.00,
Kraaijeveld,bart.de.vries@kraaijeveld.com,26-03-2025 7:52:00,Tomaten prijzen Kraaijeveld,Plum Tomato,,,MM,,,,,,6.00,,0.00,
Kraaijeveld,bart.de.vries@kraaijeveld.com,26-03-2025 7:52:00,Tomaten prijzen Kraaijeveld,Plum Tomato,,,M,,,,,,6.00,,0.00,
Kraaijeveld,bart.de.vries@kraaijeveld.com,26-03-2025 7:52:00,Tomaten prijzen Kraaijeveld,Vine Tomato,,,unspecified,,,,,NL,5.00,,10.50,
Kraaijeveld,bart.de.vries@kraaijeveld.com,26-03-2025 7:52:00,Tomaten prijzen Kraaijeveld,Vine Tomato,,,M,,,,,ES,5.00,,8.50,
Kraaijeveld,bart.de.vries@kraaijeveld.com,26-03-2025 7:52:00,Tomaten prijzen Kraaijeveld,Beef Tomato,,,BBB,,,,,MA,7.00,,17.50,
Kraaijeveld,gertjan.doorn@kraaijeveld.com,27-03-2025 7:01:00,Melons Kraaijeveld | 27-03,Watermelon,Seedless,Crisp Delight/Scarlet Crisp,2,,,,,BR/PA/CR,16/17,,,"€1,25/kg"
Kraaijeveld,gertjan.doorn@kraaijeveld.com,27-03-2025 7:01:00,Melons Kraaijeveld | 27-03,Watermelon,Seedless,Crisp Delight/Scarlet Crisp,3,,,,,BR/PA/CR,16/17,,0.00,
Kraaijeveld,gertjan.doorn@kraaijeveld.com,27-03-2025 7:01:00,Melons Kraaijeveld | 27-03,Watermelon,Seedless,Crisp Delight/Scarlet Crisp,4,,,,,BR/PA/CR,16/17,,0.00,
Kraaijeveld,gertjan.doorn@kraaijeveld.com,27-03-2025 7:01:00,Melons Kraaijeveld | 27-03,Watermelon,Seeded,Quetzali,3,,,,,PA,,,,"€1,25/kg"
Kraaijeveld,gertjan.doorn@kraaijeveld.com,27-03-2025 7:01:00,Melons Kraaijeveld | 27-03,Watermelon,Seeded,Quetzali,4,,,,,PA,,,,"€1,25/kg"
Kraaijeveld,gertjan.doorn@kraaijeveld.com,27-03-2025 7:01:00,Melons Kraaijeveld | 27-03,Watermelon,Seeded,Quetzali,5,,,,,PA,,,,"€1,25/kg"
Kraaijeveld,gertjan.doorn@kraaijeveld.com,27-03-2025 7:01:00,Melons Kraaijeveld | 27-03,Watermelon,Seedless,,8,,,,,CR/BR,14/15,,0.00,
Kraaijeveld,gertjan.doorn@kraaijeveld.com,27-03-2025 7:01:00,Melons Kraaijeveld | 27-03,Melon,Cantaloupe,,6,,,,,BR,5.00,,0.00,
Kraaijeveld,gertjan.doorn@kraaijeveld.com,27-03-2025 7:01:00,Melons Kraaijeveld | 27-03,Melon,Cantaloupe,,9,,,,,BR/HN,15.00,,0.00,
Kraaijeveld,gertjan.doorn@kraaijeveld.com,27-03-2025 7:01:00,Melons Kraaijeveld | 27-03,Melon,Cantaloupe,,10,,,,,BR/HN,15.00,,0.00,
Kraaijeveld,gertjan.doorn@kraaijeveld.com,27-03-2025 7:01:00,Melons Kraaijeveld | 27-03,Melon,Yellow Honey Dew,,5,,,,,BR/HN,10.00,,0.00,
Kraaijeveld,gertjan.doorn@kraaijeveld.com,27-03-2025 7:01:00,Melons Kraaijeveld | 27-03,Melon,Yellow Honey Dew,,6,,,,,BR/HN,10.00,,0.00,
Kraaijeveld,gertjan.doorn@kraaijeveld.com,27-03-2025 7:01:00,Melons Kraaijeveld | 27-03,Melon,Yellow Honey Dew,,7,,,,,BR/HN,10.00,,14.95,
Kraaijeveld,gertjan.doorn@kraaijeveld.com,27-03-2025 7:01:00,Melons Kraaijeveld | 27-03,Melon,Galia,,6,,,,,BR/HN,5.00,,0.00,
Kraaijeveld,gertjan.doorn@kraaijeveld.com,27-03-2025 7:01:00,Melons Kraaijeveld | 27-03,Melon,Galia,,9,,,,,BR/HN,15.00,,0.00,
Kraaijeveld,gertjan.doorn@kraaijeveld.com,27-03-2025 7:01:00,Melons Kraaijeveld | 27-03,Melon,Galia,,11,,,,,BR/HN,15.00,,21.95,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Cauliflower,,,,6stk,,Wooden Crate,,FR,10.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Cauliflower,Filmed,,,8stk,,Carton Box,,ES,,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Broccoli,Ice,,,,,EPS,,ES,8.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Broccoli,,,,10x500g,,Carton Box,,ES,5.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Pointed Cabbage,,,,9-11stk,,Plastic Crate,,PT,10.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Pointed Cabbage,,,,8stk,,Plastic Crate,,PT,9.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Pointed Cabbage,,,,2x350kg,,Big Bag,,PT,700.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Pointed Cabbage,Red,,,8stk,,Carton Box,,NL,7.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Pointed Cabbage,Red,,,1x900kg,,Big Bag,,NL,900.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Savoy Cabbage,,,,8stk,,Plastic Crate,,PT,9.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Savoy Cabbage,,,,2x350kg,,Big Bag,,PT,0.70,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Chinese Cabbage,,,,8stk,,Wooden Crate,,NL,8.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Chinese Cabbage,,,,,,EPS,,NL,10.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Red Cabbage,,,,6stk,,Net Bag,,NL,10.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Red Cabbage,,,,,,Big Bag,,NL,"1,150.00",,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,White Cabbage,,,,6stk,,Net Bag,,NL,10.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,White Cabbage,,,,,,Big Bag,,NL,"1,150.00",,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Kale Cabbage,,,,,,Carton Box,,NL,4.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Celeriac,,,,10stk,,Net Bag,,NL,10.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Celeriac,,,,1x1150kg,,Big Bag,,NL,"1,150.00",,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Celery,,,,16stk,,Carton Box,,ES,10.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Celery,,,,,,Carton Box,,ES,11.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Leek,,,,,,Net Bag,,NL,5.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Leek,,,,,,EPS,,NL,10.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Leek,,,,,,Carton Box,,NL,10.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Brussel Sprouts,,,30-35,,,Carton Box,,NL,,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Brussel Sprouts,,,B,,,Net Bag,,NL,,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Pakchoi,,,,10stk,,Carton Box,,NL/BE,3.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Pakchoi,,,,,,Carton Box,,NL/BE,8.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Radish,,,G,,,Bag,,NL,10.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Radish,,,,10x1kg,,Bag,,NL,10.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Rettich,,,XL,,,Wooden Crate,,IT,15.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Fennel,,,,14stk,,Plastic Crate,,IT,5.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Herbs,Parsley,Curley,,,,Wooden Crate,,IT,5.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Herbs,Parsley,Flat,,,,Plastic Crate,,IT,5.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Lettuce,Iceberg,,,10stk,,Carton Box,,ES,,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Lettuce,Romana,,,10stk,,Carton Box,,ES,,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Lettuce,Little Gem,,,10x6stk,,Carton Box,,ES,,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Lettuce,Arugula,,,4x1kg,,Plastic Crate,,NL,4.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Lettuce,Radicchio,,,9stk,,EPS,,IT,,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Lettuce,Iceberg,,,,,EPS,,ES,10.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Lettuce,Iceberg,,,,,Carton Box,,ES,10.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Lettuce,Radicchio,,,,,EPS,,IT,10.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Lettuce,Bionda,,,,,EPS,,ES,4.50,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Lettuce,Bionda,,,,,EPS,,NL,4.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Lettuce,Rossa,,,,,EPS,,ES,4.50,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Lettuce,Rossa,,,,,EPS,,NL,4.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Lettuce,Romana,,,,,EPS,,ES,7.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Lettuce,Frisée,,,,,EPS,,ES,8.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Lettuce,Endive,,,,,EPS,,ES,8.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Lettuce,Sugerhood,,,,,EPS,,IT,10.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Lettuce,Baby Spinach,,,,,EPS,,ES,6.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Lettuce,Baby Spinach,,,,,EPS,,NL,5.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Lettuce,Mache,,,,,EPS,,IT,5.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Lettuce,Arugula,,,,,Plastic Crate,,IT,5.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,6-03-2025 7:41:00,Kraaijeveld Veggies & Lettuce,Lettuce,Arugula,,,,,Plastic Crate,,NL,4.00,,,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 8:40:00,Cucumber | Aubergines | Courgette | Onions,Cucumber,Naked,,40+,,,Carton Box,,ES,,,5.75,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 8:40:00,Cucumber | Aubergines | Courgette | Onions,Cucumber,Naked,,35+,,,Carton Box,,ES,,,5.50,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 8:40:00,Cucumber | Aubergines | Courgette | Onions,Cucumber,Naked,,30+,,,Carton Box,,ES,,,0.00,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 8:40:00,Cucumber | Aubergines | Courgette | Onions,Cucumber,Industry,,,,,,,ES,14.00,,0.65,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 8:40:00,Cucumber | Aubergines | Courgette | Onions,Cucumber,Industry,,,,,,,ES,10.00,,6.00,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 8:40:00,Cucumber | Aubergines | Courgette | Onions,Cucumber,Filmed,,25+,,,Carton Box,,ES,,,5.25,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 8:40:00,Cucumber | Aubergines | Courgette | Onions,Cucumber,Filmed,,30+,,,Carton Box,,ES,,,5.25,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 8:40:00,Cucumber | Aubergines | Courgette | Onions,Aubergines,Naked,,175+,,,,,ES,,,6.00,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 8:40:00,Cucumber | Aubergines | Courgette | Onions,Aubergines,Naked,,225+,,,,,ES,,,6.00,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 8:40:00,Cucumber | Aubergines | Courgette | Onions,Aubergines,Naked,,300+,,,,,ES,,,0.00,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 8:40:00,Cucumber | Aubergines | Courgette | Onions,Aubergines,Flow,,175+,,,,,ES,,,0.00,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 8:40:00,Cucumber | Aubergines | Courgette | Onions,Aubergines,Flow,,225+,,,,,ES,,,6.25,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 8:40:00,Cucumber | Aubergines | Courgette | Onions,Celery,,,16,,,,,ES,,,10.50,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 8:40:00,Cucumber | Aubergines | Courgette | Onions,Celery,,,14,,,,,ES,,,0.00,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 8:40:00,Cucumber | Aubergines | Courgette | Onions,Celery,Naked,,,,,Carton Box,,ES,,,0.00,"€0,80/kg"
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 8:40:00,Cucumber | Aubergines | Courgette | Onions,Zucchini,,,M,,,Carton Box,,ES,,,4.25,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 8:40:00,Cucumber | Aubergines | Courgette | Onions,Zucchini,,,G14,,,Carton Box,,ES,,,0.00,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 8:40:00,Cucumber | Aubergines | Courgette | Onions,Zucchini,,,G12,,,Carton Box,,ES,,,4.00,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 8:40:00,Cucumber | Aubergines | Courgette | Onions,Zucchini,,,M,,,Carton Box,2,ES,,,0.00,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 8:40:00,Cucumber | Aubergines | Courgette | Onions,Onions,Yellow,,75-105,,,,,NL,10.00,,3.65,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 8:40:00,Cucumber | Aubergines | Courgette | Onions,Onions,Red,,75-105,,,,,NL,10.00,,8.30,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 8:40:00,Cucumber | Aubergines | Courgette | Onions,Onions,Red,,60-80,,,,,NL,10.00,,6.95,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 8:40:00,Cucumber | Aubergines | Courgette | Onions,Radish,,,G,,,,,NL,,,15.50,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 8:40:00,Cucumber | Aubergines | Courgette | Onions,Radish,,,G,10x1kg,,,,NL,10.00,,16.00,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 8:40:00,Cucumber | Aubergines | Courgette | Onions,Springonion,,,Short,14stk,,,,,,,0.00,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 8:40:00,Cucumber | Aubergines | Courgette | Onions,Springonion,,,Long,14stk,,,,,,,0.00,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 8:40:00,Cucumber | Aubergines | Courgette | Onions,Springonion,,,,,,,,,4.00,,0.00,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 7:31:00,Capsicum prices Kraaijeveld,Capsicum,Red,,GG,,,,1,ES,,,16.96,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 7:31:00,Capsicum prices Kraaijeveld,Capsicum,Red,,G,,,,1,ES,,,16.50,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 7:31:00,Capsicum prices Kraaijeveld,Capsicum,Red,,GG,,,,2,ES,,,14.50,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 7:31:00,Capsicum prices Kraaijeveld,Capsicum,Red,,G,,,,2,ES,,,14.50,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 7:31:00,Capsicum prices Kraaijeveld,Capsicum,Yellow,,GG,,,,1,ES,,,14.95,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 7:31:00,Capsicum prices Kraaijeveld,Capsicum,Yellow,,GG,,,,2,ES,,,0.00,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 7:31:00,Capsicum prices Kraaijeveld,Capsicum,Yellow,,G,,,,2,ES,,,0.00,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 7:31:00,Capsicum prices Kraaijeveld,Capsicum,Green,,GG,,,,1,ES,,,14.95,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 7:31:00,Capsicum prices Kraaijeveld,Capsicum,Green,,G,,,,1,ES,,,13.95,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 7:31:00,Capsicum prices Kraaijeveld,Capsicum,Orange,,GG,,,,1,ES,,,12.95,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 7:31:00,Capsicum prices Kraaijeveld,Capsicum,Mix,,,10x500g,,,,ES,,,19.50,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 7:31:00,Capsicum prices Kraaijeveld,Capsicum,Red,,GG,,,,,MA,,,15.95,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 7:31:00,Capsicum prices Kraaijeveld,Capsicum,Red,,GG,,,,2,MA,,,0.00,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 7:31:00,Capsicum prices Kraaijeveld,Capsicum,Yellow,,GG,,,,,MA,,,0.00,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 7:31:00,Capsicum prices Kraaijeveld,Capsicum,Green,,GG,,,,,MA,,,12.95,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 7:31:00,Capsicum prices Kraaijeveld,Capsicum,Green,,GG,,,,2,MA,,,11.95,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 7:31:00,Capsicum prices Kraaijeveld,Capsicum,Capia,,,,,,1,,5.00,,17.95,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 7:31:00,Capsicum prices Kraaijeveld,Capsicum,Palermo,,,,,,2,,5.00,,13.95,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 7:31:00,Capsicum prices Kraaijeveld,Capsicum,Chili,Red,,,,,,,3.00,,29.95,
Kraaijeveld,bart.de.vries@kraaijeveld.com,3-03-2025 7:31:00,Capsicum prices Kraaijeveld,Capsicum,Chili,Green,,,,,,,3.00,,22.50,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Celery,Filmed,,400+,16stk,,,,,,,9.00,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Celery,Filmed,,500+,12stk,,,,,,,7.00,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Celeriac,Naked,,,8-12stk,,,,,,,7.50,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Carrots,,,B,,,,,,10.00,,7.00,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Carrots,,,C,,,,,,12.50,,7.00,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Carrots,Yellow,,,,,,,,5.00,,5.00,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Carrots,Purple,,,,,,,,5.00,,5.00,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Pumpkin,Butternut,,500-800+,,,Carton Box,,,10.00,,9.50,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Pumpkin,Butternut,,500-800+,,,EPS,,,10.00,,9.50,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Pumpkin,Butternut,,800-1300,,,Carton Box,,,10.00,,11.50,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Pumpkin,Butternut,,800-1300,,,EPS,,,10.00,,11.50,
